item,BT_Score_Bipartite,BT_Strength_Bipartite,BT_Total_Wins
cc_q10,0.3308392611044194,1.3921360039191588,1068.0
cc_q11,-0.012469059976051768,0.987608356647381,940.0
cc_q14,-0.037294607020002445,0.9633922714107783,916.0
cc_q15,0.7416269529685952,2.099348278452089,1189.0
cc_q16,0.19878453952165628,1.2199190932301858,998.0
cc_q17,0.837086751898423,2.3096286450651604,1211.0
cc_q18,-0.4697426699818951,0.6251631208229195,745.0
cc_q19,0.24338141798572782,1.2755550509848161,1005.0
cc_q2,-0.060639861484175744,0.9411621274808303,930.0
cc_q20,1.39189753696212,4.022475611969055,1371.0
cc_q21,0.36809770930095936,1.4449832203767596,1045.0
cc_q22,0.4656715840085947,1.5930837192573615,1075.0
cc_q23,-0.3592838214744145,0.6981761658394622,776.0
cc_q26,0.3552756414472925,1.42657382296543,1022.0
cc_q27,1.2937914115457136,3.646586087965825,1312.0
cc_q28,0.46089229624976974,1.585488079072247,1053.0
cc_q29,0.003960558712721501,1.0039684120898775,892.0
cc_q3,-0.47263085283071854,0.6233601403416049,775.0
cc_q30,0.6783051213109303,1.9705350824204033,1123.0
cc_q31,-0.49235453902222454,0.6111856382569022,714.0
cc_q32,0.22232297619899455,1.2489747018305941,966.0
cc_q33,-0.7689826158483105,0.4634843701758243,617.0
cc_q34,-0.17706476141056252,0.8377255304792105,824.0
cc_q4,0.3053927306350862,1.3571578958400496,1067.0
cc_q5,-0.18025313372887955,0.8350588031064505,882.0
cc_q6,0.7827548382277575,2.187490154036807,1233.0
cc_q7,-0.052790266315226694,0.9485789405771133,929.0
cc_q8,-0.23596803543439585,0.7898059193324445,857.0
cc_q9,-0.17627060488514174,0.8383910799159869,879.0
