id,theta_2PL,se_2PL,theta_1PL,se_1PL
2,-1.3232187701369391,0.17130757651685932,-1.666820921539741,0.3904424910644652
20,-0.10488316457269138,0.24581260541780506,-0.25740267444731807,0.36747845636315096
21,-0.6637645872370916,0.09881970905089306,-0.6381012743710065,0.33155610553904075
22,-0.009630686418962631,0.0999397313067304,-0.12796995469260689,0.3508082659502731
23,1.026212223052268,0.3783068459200356,1.1345626617693294,0.416440750928281
24,-0.004279934200988878,0.0906699699024629,-0.009727650261780033,0.33979387137304495
25,-0.7848084100345067,0.2478402728114768,-1.1406007150476596,0.3682826908096174
26,0.9005646990245058,0.34317665065833663,1.1345626617693298,0.4164407509282811
29,-0.0011724620116587616,0.08808632673895508,-0.009727650261780588,0.3397938713730444
33,-0.5430812008418655,0.2707772261083033,-0.5230793247180042,0.3490221437763979
36,0.09463871399460043,0.25130191575037825,0.33311100871504207,0.45159815240942347
38,0.6987170386673732,0.24776162684601657,0.6669934982492818,0.373326131543838
41,-0.2473516710757599,0.3265092581139222,-0.5230793247180038,0.34902214377639723
45,0.7403709211731409,0.2633605709401577,0.9654091150701272,0.40430461787722505
46,-0.9063120047020856,0.3218399679140143,-1.6668209215397378,0.39044249106446494
52,1.9857207618551762,0.5131470672289317,2.1557596680763367,0.503471704018627
54,-0.670486519489964,0.07484252438083254,-0.74797739291396,0.3355463622424659
56,-0.08492837115984048,0.22534400735506463,-0.25740267444731907,0.3674784563631512
58,-0.004765304572861786,0.09130354778425921,-0.12796995469260644,0.3508082659502725
59,-1.3163241406303596,0.1806371152892095,-1.8229286964121934,0.3970388918346395
63,0.5094309300540522,0.310211082993383,0.6669934982492828,0.37332613154383876
64,0.8226596251533842,0.30766993301036777,1.134562661769329,0.41644075092828076
65,-0.05926942944658032,0.1931488323751921,-0.2574026744473181,0.36747845636315096
67,1.5200804365272522,0.4305002525371693,1.6945036609817519,0.45821613211837386
68,-0.7767958621691122,0.24002241804674335,-1.2705914482240777,0.35300194952519015
69,0.7300648005493896,0.2585471215556805,0.9654091150701247,0.40430461787722455
71,0.4981529171054951,0.31460138724752174,0.6669934982492821,0.3733261315438382
74,-0.7319520226444265,0.1841624520548714,-1.3931497448988597,0.35085811127521355
75,-1.2689838027623004,0.23620494981398038,-1.6668209215397378,0.39044249106446494
77,-0.7226236791685055,0.16879403400621174,-1.3931497448988575,0.3508581112752129
78,-1.348228602985686,0.1411372781592009,-1.9797969864951,0.39544726043191686
81,0.003253147757473273,0.08952244071655281,-0.009727650261781254,0.3397938713730456
82,0.7423378484061688,0.2643276167110474,0.9654091150701247,0.40430461787722455
84,0.02994192844007522,0.14405475588704475,-0.009727650261780657,0.3397938713730456
88,-0.20109921486267665,0.3098807395128109,-0.3939262444341719,0.3677126918304529
90,-1.294346531491496,0.20856374096610433,-1.666820921539741,0.3904424910644652
93,0.0003411516237358612,0.08788546746770842,-0.25740267444731996,0.36747845636315146
97,-0.6661531259474914,0.09091895770653155,-0.86755269235711,0.35713519712234015
98,0.45370235709426787,0.3289348475173433,0.6669934982492828,0.3733261315438382
103,1.2223056977636546,0.39771934021931205,1.4944973103771921,0.43664647901637005
104,-0.6763777962757344,0.05166967627630197,-1.0019307432758342,0.3730860013190409
105,1.8709108836662232,0.49451166662004253,2.155759668076334,0.503471704018626
106,-0.6727591299805974,0.06549580948451875,-0.8675526923571084,0.35713519712234
110,0.00719011193293124,0.09518558643132667,-0.00972765026178063,0.339793871373045
113,0.4306291687436968,0.3344243652434962,0.5267179197943894,0.37764912449980315
114,-1.3517383616623324,0.13866394690448872,-1.9797969864951,0.39544726043191686
117,0.6803043299618985,0.24523372348381883,0.8096523052536642,0.38474210899354144
118,1.2530522979814143,0.39941888992901176,1.6945036609817516,0.45821613211837375
119,0.8558011913742052,0.3240843907834393,1.1345626617693298,0.4164407509282812
121,0.01436543817186794,0.11034751910128675,-0.12796995469260616,0.3508082659502728
123,0.7740960145330107,0.28121762872794004,0.9654091150701268,0.4043046178772248
125,0.8689814008755157,0.33008712206882734,1.1345626617693298,0.4164407509282812
130,-0.010605923776005081,0.10199604595916366,-0.00972765026178063,0.339793871373045
132,0.8589069930883628,0.32552706965878636,1.1345626617693298,0.4164407509282807
133,-0.6743552563734525,0.058846242684888965,-0.8675526923571083,0.35713519712234004
138,1.1736188404488266,0.3949230010028156,1.310584594173624,0.42286251805127684
140,-0.020478249667579555,0.12410026516362892,-0.257402674447319,0.3674784563631514
145,-0.028512643553112043,0.14114840910045162,-0.00972765026178063,0.339793871373045
146,0.9715867735953158,0.36611126096595825,1.3105845941736225,0.42286251805127684
148,0.12104954176496262,0.26051884887745075,0.5267179197943908,0.37764912449980265
151,-0.6740546444464145,0.06007686578678392,-0.8675526923571113,0.3571351971223409
154,-1.3498866556660865,0.13987189282247756,-1.9797969864950973,0.3954472604319175
155,0.5239082436132116,0.3041632911916997,0.5267179197943898,0.37764912449980337
157,-0.5226739787252868,0.723117230885225,-0.254747235220715,0.8458785585575221
158,-1.381328954601502,0.15272057719858956,-1.9797969864950973,0.3954472604319175
159,-1.3260237277293194,0.16749556720246986,-1.666820921539738,0.3904424910644651
160,-0.34926906533023133,0.33891816662308205,-0.523079324718004,0.3490221437763978
161,0.0015132136883594192,0.08823350143918222,0.10804633721023998,0.3500317681802319
165,-0.05142401887178465,0.18157062687342487,-0.12796995469260644,0.35080826595027254
166,1.9857207618551762,0.5131470672289317,2.1557596680763367,0.503471704018627
167,-0.03304362807691364,0.15006301767261748,-0.2574026744473191,0.3674784563631512
168,1.1066129402209133,0.3895811512108952,1.3105845941736225,0.42286251805127695
170,0.013764030748376298,0.10898842553673459,0.10804633721024035,0.3500317681802324
171,-0.2341303736720995,0.32251876741434304,-0.6381012743710069,0.33155610553904136
172,0.0016268433063432418,0.0882901909117361,0.10804633721024107,0.3500317681802326
175,0.3691599168433356,0.34236686060735244,0.38156355121542873,0.3825847931225511
176,-0.5843284397054173,0.23408775596831305,-0.3939262444341719,0.3677126918304524
178,-0.6590434497434704,0.11285549784272585,-0.7479773929139584,0.33554636224246503
179,0.0025250853011106232,0.08887592938321243,-0.009727650261780657,0.3397938713730456
183,0.3017633476053462,0.33962669347965385,0.38156355121542823,0.38258479312255145
186,0.11045808709809256,0.2512771442437398,0.23825539911002483,0.37150645066335314
196,0.7637510109150474,0.27553609620912356,0.9654091150701253,0.4043046178772248
197,-0.1476109991238454,0.2801543847006848,-0.3939262444341719,0.3677126918304521
200,0.7982486363484634,0.29457986979102596,0.9654091150701246,0.4043046178772244
201,0.6342623091555678,0.2529032679465749,0.6669934982492814,0.37332613154383754
202,0.603878502049551,0.2657214065265632,0.8096523052536666,0.38474210899354216
205,1.260334257574585,0.3998394258379958,1.6945036609817485,0.45821613211837375
206,-0.6779528441976984,0.04927649538058505,-0.8675526923571086,0.3571351971223398
208,0.5638266646228876,0.2855080885658417,0.6669934982492821,0.3733261315438381
209,-0.007945518633917754,0.09657929408321436,-0.009727650261780643,0.3397938713730456
