item,BT_Score_Bipartite,BT_Strength_Bipartite,BT_Total_Wins
s_cc_10_2021,0.32666188702402554,1.3863326608666728,739.0
s_cc_11_2021,-0.05502113476405315,0.9464651444245878,640.0
s_cc_14_2021,-0.05318083979707255,0.9482085231398096,629.0
s_cc_15_2021,0.766554983180266,2.1523386242143445,830.0
s_cc_16_2021,0.23040256549684038,1.2591067808652014,699.0
s_cc_17_2021,0.7753888292088329,2.1714362809081313,824.0
s_cc_18_2021,-0.5387850665957258,0.5834566829529281,497.0
s_cc_19_2021,0.2784107307008009,1.3210286728283425,702.0
s_cc_20_2021,1.492360098119677,4.447579866973318,968.0
s_cc_21_2021,0.2964086251342561,1.3450196533917984,705.0
s_cc_22_2021,0.43208349509064803,1.5404637309505147,734.0
s_cc_23_2021,-0.400227018222376,0.670167888442292,524.0
s_cc_26_2021,0.3461199172501239,1.4135721173355589,701.0
s_cc_27_2021,1.389859981080751,4.014287937383164,923.0
s_cc_28_2021,0.4869064233842909,1.627274327429291,731.0
s_cc_29_2021,-0.006002101340484478,0.9940158752859398,611.0
s_cc_2_2021,-0.061612408772155604,0.9402472477602066,643.0
s_cc_30_2021,0.716951459576339,2.048179724798837,782.0
s_cc_31_2021,-0.4873986861337789,0.6142221022874043,492.0
s_cc_32_2021,0.2292363486613633,1.2576392452383987,666.0
s_cc_33_2021,-0.7708573855227437,0.4626162577437431,423.0
s_cc_34_2021,-0.15291620381717905,0.8582016328193388,572.0
s_cc_3_2021,-0.5475343922562415,0.5783740974457834,517.0
s_cc_4_2021,0.3599784513459766,1.4332985285734614,752.0
s_cc_5_2021,-0.1917180760058197,0.8255395751017193,607.0
s_cc_6_2021,0.8106523316821103,2.2493748466622536,860.0
s_cc_7_2021,-0.08747225131544802,0.9162442958720705,633.0
s_cc_8_2021,-0.23690416637231035,0.789066903538153,593.0
s_cc_9_2021,-0.23533091225982833,0.7903092833224662,594.0
